phi,sigma,total_time,max_ac225_yield,time_to_peak
16099260787116.203,1e-24,297.9458403670789,1.8858689624643978e+18,297.9458403670789
21937439549398.62,1e-24,463.3088580046306,4.870322870468868e+18,463.3088580046306
145252052984769.38,1e-24,179.96620422207016,7.433305922975288e+18,179.96620422207016
151995588409407.53,1e-24,21.173896804551774,1.38370030835693e+17,21.173896804551774
826263230146390.6,1e-24,246.3286841020211,7.1519026589133595e+19,246.3286841020211
367680378853727.44,1e-24,50.537699961994896,1.8190932683152906e+18,50.537699961994896
94040875070797.33,1e-24,250.44642723371524,8.363689679764412e+18,250.44642723371524
751022433690077.1,1e-24,290.1467456642769,8.439117368025625e+19,290.1467456642769
88507240844844.39,1e-24,140.81807491502786,2.947501866668794e+18,140.81807491502786
46040284081499.984,1e-24,265.12947721105354,4.487639323092482e+18,265.12947721105354
75478440884541.11,1e-24,20.58991914136191,6.5035518011673544e+16,20.58991914136191
449349071244950.25,1e-24,449.11877820148567,9.565703416959456e+19,449.11877820148567
19076477207874.43,1e-24,281.4777103341342,2.044572293019398e+18,281.4777103341342
16487373721882.188,1e-24,339.3976455895077,2.355322710227527e+18,339.3976455895077
36514685773345.016,1e-24,333.11709099903186,5.072284423011068e+18,333.11709099903186
284439055964147.56,1e-24,386.6372710396519,4.91645125193329e+19,386.6372710396519
16424111772330.068,1e-24,458.84580411742786,3.599506271665891e+18,458.84580411742786
28868750146182.87,1e-24,28.33215252632809,4.651579369291567e+16,28.33215252632809
128737460761543.95,1e-24,191.751919092595,7.344161466203167e+18,191.751919092595
456645819647973.44,1e-24,406.04322131150786,8.459946263008138e+19,406.04322131150786
43080207419942.21,1e-24,476.92070358417504,9.93778612283217e+18,476.92070358417504
38179978217225.305,1e-24,262.3779933235401,3.6599029655894016e+18,262.3779933235401
32503503929177.016,1e-24,468.66134932399206,7.327030169293997e+18,468.66134932399206
21341042719848.098,1e-24,32.006203502241206,4.362501031348907e+16,32.006203502241206
74164166460951.12,1e-24,496.26402638736016,1.8017600179358296e+19,496.26402638736016
607231835719172.1,1e-24,376.8179295339051,1.0113041081449498e+20,376.8179295339051
604762678353651.5,1e-24,447.78885345195295,1.2821392271657037e+20,447.78885345195295
109072864985396.27,1e-24,164.80523539708858,4.792517433391698e+18,164.80523539708858
349965202657999.9,1e-24,334.21401895220293,4.884764921875027e+19,334.21401895220293
55887599714967.695,1e-24,56.28866735014248,3.398839136396242e+17,56.28866735014248
311586923166386.7,1e-24,138.60565280220368,1.008756210459303e+19,138.60565280220368
747525997312750.9,1e-24,128.07558175278552,2.100595639876564e+19,128.07558175278552
17600129560850.324,1e-24,417.24520934120403,3.387989735192714e+18,417.24520934120403
20256697060067.01,1e-24,97.84147099729215,3.4843984227489235e+17,97.84147099729215
158039476723624.5,1e-24,438.5354000103576,3.2578203066356912e+19,438.5354000103576
