phi,energy,time,N_Ra226,N_Ra225,N_Ac225
265988582117208.22,735185.5110671204,31.35443646998729,6.021990635331818e+23,3234790002308903.5,96324945085583.47
78465871267124.55,8.181714296057407,300.17940510890844,6.02188243909706e+23,2.1399846932187023e+18,5.1400106482746304e+17
16424323575951.072,463.18753982433157,102.08840132714818,6.021969350687953e+23,2.422906052404738e+16,2244567055086582.0
229052090838302.34,45.36436920794369,388.8529084441897,6.0218389474480125e+23,3.183694397384736e+18,9.371802145935873e+17
339373001696999.5,0.4900263953510234,201.91399936179704,6.021604379480587e+23,2.776604734120757e+19,4.773337474965204e+18
73813287585842.14,3.0240935865652423,422.0986299128188,6.0218129693882194e+23,4.1941125615321277e+18,1.312827321502442e+18
11762868045181.826,768288.1279176396,346.4202135681042,6.021896887481857e+23,1160600244775320.8,312517958773897.2
880451949586323.4,0.036169546296507614,462.50286349681073,6.014527574147067e+23,4.843178396316485e+20,1.6205530060938664e+20
17372220941351.535,458652.40454790724,358.1501495489441,6.021893381063003e+23,2270529540860167.0,627481331800662.1
43204298713099.88,77.96993063174077,121.83328778573568,6.021961698197909e+23,1.819993510336626e+17,1.9868198115502844e+16
695165932833853.4,135.27713993298258,440.3888344881025,6.0217787159969025e+23,6.068231509733786e+18,1.9594935645504525e+18
43620546449192.21,132.60085440773778,284.38850960609665,6.021911671627333e+23,2.8387325425593286e+17,6.524115832336339e+16
291372174663532.06,2999.955152550524,214.24619435910705,6.021932332211992e+23,3.197082119582202e+17,5.7863439706465704e+16
13935941290989.305,3131.5470869359515,48.50738320551412,6.02198552241932e+23,3952032009418645.5,180059220196799.94
14540542898253.605,227801.20763711666,137.97221071226548,6.021958924082969e+23,1264231056201483.8,154687562944682.62
309624298084449.94,0.3073936605749575,381.05425691566495,6.02115721736541e+23,5.15696320716207e+19,1.4948638526312067e+19
193109510797597.9,0.14308796997383846,273.03642352951334,6.0214409793159774e+23,3.709784787057079e+19,8.244529166860868e+18
274134906448534.62,0.8796757951788473,452.4401637419126,6.021412087494375e+23,3.018204713352149e+19,9.93876227843507e+18
104345109169513.67,0.47759503940934056,475.0053921661172,6.0216128061739425e+23,1.6067181516688871e+19,5.478092380023634e+18
191854866359488.2,36.76648102767587,469.46459155202217,6.021809369537929e+23,3.343012447143416e+18,1.1303372893659401e+18
988981098648507.6,292.7087397986682,462.5493409699613,6.021770694030965e+23,6.051921723112038e+18,2.0247250497211863e+18
16364504694106.602,72064.17506045813,82.52865148112409,6.021975421609167e+23,1593626843045911.5,120855501832051.9
50373192450835.17,28536.590234285442,47.27696779365193,6.0219858816836474e+23,4617572361879258.0,205208307936759.38
11886296189191.754,527.7939361151826,66.26509891580046,6.0219801614815805e+23,1.102856552252396e+16,678613425510829.5
135984209113326.16,5656.44715011433,375.9415443419421,6.0218857878609757e+23,1.6545397622801747e+17,4.746690455926645e+16
54857117223055.64,19050.746908292982,82.44476288544337,6.021975351501284e+23,1.038037753830281e+16,786456457716399.8
723865143572583.5,0.06122039233530318,466.4437938162967,6.0171855177595504e+23,3.077425491908637e+20,1.0359026099551157e+20
273335972032745.97,2237.70801774556,190.00559907670606,6.021939689743493e+23,3.148112045333146e+17,5.1314690216316776e+16
720090420540368.8,175050.70997457314,266.14069384798955,6.021919224804194e+23,1.2266254538734098e+17,2.668715591639698e+16
277591624111248.22,2434.100738869711,354.9901695823063,6.0218875066276105e+23,4.949709751847607e+17,1.3585043440926534e+17
679194643646256.6,95.09006840822656,12.830267769114124,6.021993118410094e+23,3.0254242958563885e+17,3730907613964043.5
224705792837079.16,0.07311227552185134,98.351665221753,6.021690572559639e+23,2.550724141394743e+19,2.2819687025154831e+18
427383652828445.06,0.8332972970547663,454.8071863815546,6.0211348160320815e+23,4.850272777870285e+19,1.603194202222603e+19
415143466900779.2,95.86233593860011,425.79934642325435,6.0218113956089975e+23,4.213292913705761e+18,1.3273519346219553e+18
132733677041342.28,2.363824935608338,46.46588294991562,6.0219724208625435e+23,1.3149494310123272e+18,5.746483614085472e+16
953296660759409.8,0.3456484720136601,162.31495513249808,6.021049610882883e+23,7.739578679997204e+19,1.0969134664783147e+19
22259220593200.87,6693.0688681306465,43.235611821899894,6.0219870924221365e+23,3867949308048771.5,157610791006964.84
13052929585043.83,577.3306340042967,272.81943504233845,6.021918299253493e+23,3.9454729089593096e+16,8762426551242507.0
187443330271144.7,1.0875226454983482,394.42226663639207,6.021639616750186e+23,1.6987245735192228e+19,5.054645538313441e+18
44854110342674.77,836.7704100723628,345.03107581419084,6.0218954829818e+23,1.3372277766782416e+17,3.589464765501277e+16
41655006457364.61,813563.7488050993,64.28038704316461,6.021980859490185e+23,956725851910409.5,57179385213719.29
19866489529846.734,839.3559334228701,107.7760109515077,6.0219676717436206e+23,2.2861691851962492e+16,2227745635714800.2
64260170119146.414,595114.5537089725,334.59219413691744,6.0219003279372235e+23,7029437229288772.0,1841778252895137.0
15705889428705.574,6453.972509438402,293.284433683566,6.021912520268981e+23,1.4991177833851408e+16,3533288727898415.5
243176117470872.5,0.07446114010982788,171.33442144567982,6.0214256606904776e+23,4.4531863028472095e+19,6.623839782795105e+18
21444562802409.35,3292.032473298966,364.3409320686243,6.021891103394382e+23,3.347629888572996e+16,9375127430579298.0
440813669815620.1,733.8481410171294,93.81300059643493,6.0219668478524284e+23,4.784526841102397e+17,4.09476127928748e+16
363260271587306.94,5788.695817283308,311.01173127341895,6.021902351180415e+23,3.8226484477717786e+17,9.448422499578387e+16
10788489667293.262,74238.04269703983,95.59747766143114,6.021971536507537e+23,1184376792594624.0,103172801373141.61
473426539736927.94,2.9816981225643966,281.8283225194166,6.021651274311342e+23,2.0406530783717634e+19,4.655241593100282e+18
733389030118030.1,4.93608886271854,329.78033163798693,6.021528725300563e+23,2.756928469319185e+19,7.141079749725619e+18
485596804451374.06,0.2008641822399489,154.6322132134363,6.021379713493949e+23,4.9619634016160055e+19,6.732481717658588e+18
211262395243647.12,16548.191664864986,330.90118884517847,6.0218996591913385e+23,1.3749791177022133e+17,3.571072578599672e+16
424673895278670.3,0.20694269321449293,304.2348481314899,6.020936013641853e+23,7.354139894992236e+19,1.7857420280167766e+19
767642095665696.2,746888.9502779513,202.6366117124239,6.021939077041945e+23,5.102197723337728e+16,8798595470024698.0
66289495909594.24,0.027020587822546335,121.59875530909869,6.021795725529213e+23,1.4974611241846761e+19,1.6318289308369083e+18
914550090970619.4,905905.5602846087,155.30100428821245,6.0219532698334736e+23,4.41696139165084e+16,6016266425043945.0
11242507331565.283,3144.247851368028,169.3558614723722,6.0219494821431804e+23,9921610161629914.0,1460555144752128.8
123430470936376.34,44.66970807753996,86.15480849616046,6.0219689057924353e+23,5.0228377132071686e+17,3.967269055584908e+16
58612084376252.21,218.01982767780333,31.084070794233,6.021990326184923e+23,4.104613472274184e+16,1211935920002448.8
11424668147700.613,18.360270619614127,68.73114373176176,6.021978916930179e+23,5.881147441746063e+16,3747527678317432.0
28124379795266.74,2.1181494693753913,412.953682467125,6.021849749609254e+23,1.8824881564614674e+18,5.797563702803502e+17
948525893616079.9,14.296063480539743,434.78797773821856,6.0214967450257795e+23,2.52629798723532e+19,8.081888906993459e+18
932756893458825.1,0.029543092759543827,352.97640935900847,6.01533266696043e+23,4.752265377358452e+20,1.2987912243931659e+20
443433057452817.9,112086.75055071851,413.3489438967982,6.0218751086565224e+23,1.2910725722939422e+17,3.978989248559203e+16
750610754970651.0,0.48356065290788597,133.71023401036638,6.0214655016518924e+23,4.357956226509898e+19,5.181729059407932e+18
45681942469555.984,91266.04635773091,261.0335930443317,6.0219221794877426e+23,1.0618163292160466e+16,2273130459438750.0
16305901073991.145,0.6070414796371395,470.36055497185265,6.0218262766943415e+23,2.2137824272155543e+18,7.495380190094879e+17
303621721417816.7,152669.75879400407,498.8380885165756,6.021850214894724e+23,8.516250903114293e+16,3.005035686473462e+16
930330559545847.2,96.20864786577145,275.8628520569599,6.021828214938495e+23,6.946723212333832e+18,1.5570098411506924e+18
779841173692697.4,4.832996099037598,399.0159030200894,6.021396101577464e+23,3.3783204659597804e+19,1.0140559309151973e+19
49410352892317.12,7937.446130486232,402.83598989139773,6.021879348144122e+23,5.315406361061537e+16,1.6069418084269042e+16
11786256733819.713,261.719330148092,420.50245472473006,6.0218738062589496e+23,7.1812430361994824e+16,2.2415577181573044e+16
17009682953757.39,2.753398337297496,130.10201182060314,6.021956709239106e+23,4.0406121279609965e+17,4.685489421524118e+16
204729942317781.88,17.78653809267744,477.967839148245,6.021778223938227e+23,5.185402973352617e+18,1.7757431672325494e+18
38328880823754.52,3654.3289929416997,55.97019322157889,6.0219832211954274e+23,1.1527806777853364e+16,603116991044632.8
123860979473861.73,0.056505726063165736,87.37393843106385,6.021817942489288e+23,1.4355543231450515e+19,1.1490162237275886e+18
26171634869257.926,6532.979105219584,387.24183552071923,6.0218843249955495e+23,3.0228905176328052e+16,8870444151009548.0
184474094487146.28,161.35849577674543,158.60845473978725,6.021944901599988e+23,6.797154636094788e+17,9.435523670483102e+16
151813330938261.44,29.11167680308903,312.8691997217213,6.021876713497021e+23,2.26253151269479e+18,5.619139116130683e+17
13559154283936.035,2.3952840135915743,280.298520646016,6.0219081639895063e+23,6.494332251069108e+17,1.4748875569451818e+17
883479931367838.0,0.18016165161983871,400.27946799835814,6.0190257143458736e+23,1.9860090549509698e+20,5.9759178429083886e+19
674212325917426.6,1031.862695705279,111.38474709077404,6.0219588375909275e+23,7.207491461706523e+17,7.24169432690602e+16
208709294871207.06,0.14853938073538486,181.07023297561116,6.021610014759599e+23,2.8345241073284514e+19,4.428186841236383e+18
69815438453021.02,0.09372392716552931,76.48012382638981,6.02191745503377e+23,5.556379342664576e+18,3.920172939975073e+17
25306376090390.727,1.1705989198038742,80.30742969821578,6.021969661283036e+23,5.962528713728497e+17,4.406375193073845e+16
483709361476615.7,1.7070023773285208,93.72223944659856,6.0218531705487174e+23,1.0875942995372638e+19,9.299569460646627e+17
927159057318343.0,0.7868402011611999,430.05359383734714,6.0203314418393466e+23,1.0451278622960904e+20,3.316865152478792e+19
50919200867763.14,522.221997103634,232.38895634164476,6.0219290646433097e+23,1.4289998308568046e+17,2.773261837393551e+16
435422754332693.94,1291.964831755641,179.46737100127416,6.0219391371617824e+23,6.294067354601682e+17,9.755618049815771e+16
496712008926144.1,55.78002333421277,189.75994508746737,6.021900267065607e+23,3.6195461718962063e+18,5.893213120947936e+17
26106290892812.996,1.6052975495501762,75.97871622439706,6.021972021911681e+23,4.989813257971421e+17,3.498488030241698e+16
207231475608633.94,2957.152609325297,133.05395682866552,6.0219586641645833e+23,1.531998872404721e+17,1.813383746422929e+16
26375223742796.684,3020.807609908121,401.84360929294405,6.0218797482778774e+23,4.591835249384045e+16,1.3856263538108086e+16
560308958023443.7,367157.87245942105,358.2148899211816,6.0218922578832186e+23,8.185950690201048e+16,2.262578973848922e+16
434051169727225.94,18.167079706130785,163.82763352683324,6.021894057305793e+23,4.899620009983441e+18,7.001912098097964e+17
346316303499302.44,604383.7870116753,260.7298345385842,6.02192200706555e+23,3.125269221741772e+16,6684054690275181.0
65892297082126.97,9931.393714769829,147.94268805690896,6.0219556359173654e+23,2.9150909136145316e+16,3800278868048349.0
486134591700802.44,0.5873694895295584,61.466087423150704,6.0218480650510834e+23,1.2598812944713476e+19,7.213189618806717e+17
25649562539521.0,4985.970885821157,152.49097720351077,6.021954427748084e+23,1.6438289490169652e+16,2202465343782662.8
232734817440108.7,8068.9654136916415,123.09480310268975,6.021962272891798e+23,9.72574036028138e+16,1.0718504717370828e+16
954243420473367.5,115373.03932908551,122.19338758988401,6.0219624576677684e+23,1.0477306076015706e+17,1.1468849363679372e+16
22409898537319.3,78945.54394631475,436.33073384707205,6.021870026546872e+23,8050340591981332.0,2582036310831247.0
598732123092193.6,0.08641868604077275,194.24279026998684,6.020586272795131e+23,1.1298933765874604e+20,1.8778199448527213e+19
113133479510616.89,16.381061652331688,443.26123328989826,6.0218256133239335e+23,2.8496587320948946e+18,9.245441388237224e+17
13363962026922.188,98754.28165860666,93.14836037678808,6.0219722647779855e+23,1242304336871669.2,105612439353414.6
260793238754410.38,7.909521427140992,187.55408738876847,6.0218845677384326e+23,4.998082412911397e+18,8.054397705856394e+17
15050208478617.008,2.2267781525683685,181.8998622495395,6.021939576891077e+23,5.2994687202162106e+17,8.312467827234326e+16
165436998844723.88,101.7589243777379,70.58576714674692,6.0219750251081755e+23,3.708555392581444e+17,2.424001115274235e+16
59997081312580.09,0.05039254215036507,257.7018814221865,6.021687223820589e+23,1.8582484568968045e+19,3.9356486045514394e+18
234540711761992.72,0.45904886734384304,324.1576955351383,6.0215189037824565e+23,2.8557543069090996e+19,7.296596203562489e+18
46459891118751.35,678.1432246144124,386.16500534080205,6.021882713719058e+23,1.6624645686911354e+17,4.8680689338593896e+16
869133235320786.1,10.731402123810215,189.0479968425749,6.021771815353826e+23,1.4394312172404034e+19,2.335902697377955e+18
182081831525685.53,36.02790424446469,423.0071252492766,6.021830126694496e+23,3.0016077399879383e+18,9.410460633750676e+17
58596410492773.19,260568.5313755389,264.1583890348671,6.02192128089416e+23,8134545901793503.0,1758813823845966.2
11996703336975.797,13.103231867796662,384.9822592632681,6.0218810538564714e+23,3.081851785087777e+17,9.003331506456411e+16
13925151729519.959,2.6190909294358393,54.377842130499175,6.021982212903698e+23,1.5222024900800138e+17,7745297465551236.0
839558496508750.9,77.57846449146903,446.04931465095854,6.021721519304036e+23,9.755846192969515e+18,3.179635217572326e+18
12149983032206.365,40.66339774935265,369.2009276526768,6.021887712563824e+23,1.7221682610399117e+17,4.872532922544494e+16
165335466963863.6,0.12062344895554268,408.58260693949177,6.021211734399261e+23,4.604987754168059e+19,1.4070340885109336e+19
14506837500463.984,47217.37689635044,175.93490161111262,6.02194760031302e+23,3411425545998953.0,519520609447814.06
412263451170776.1,1.1736827391706302,482.4964617246003,6.021227083546389e+23,4.087937767644115e+19,1.4092797394495842e+19
689584246642756.8,243.84847454539698,363.996829479885,6.021836575512805e+23,3.9527102564760914e+18,1.1061606566473993e+18
786524776043246.6,576.9156225353966,361.9604214085782,6.021851650987707e+23,2.919748639142331e+18,8.135484560601559e+17
406589003708390.56,5990.748239354896,135.4404289433885,6.021957253178787e+23,2.144935325496792e+17,2.5804951073112732e+16
977261634811024.2,4.493786738500196,284.74830077770855,6.0214653150403215e+23,3.4578416193547035e+19,7.955336917266436e+18
195917887889689.44,118640.94554048142,434.8544061151361,6.0218697373704925e+23,5.728725287619778e+16,1.832863553528038e+16
622790588144774.1,967833.4574821468,234.65119617614025,6.021929657124084e+23,4.091161430754026e+16,8005538648366508.0
183671722848571.06,0.9413398635344762,335.56356274519777,6.021682392457294e+23,1.6007865614567283e+19,4.2038573966109727e+18
15265556014328.344,0.48433251700134355,266.19034887748575,6.021900765835623e+23,1.5635395738987525e+18,3.402254873402697e+17
334249977284541.44,7.247083613363207,78.46104375733059,6.021943256497422e+23,3.097768377269789e+18,2.2393099229252026e+17
29464352123280.836,1231.7253920431228,349.9244066432048,6.021894853581025e+23,7.311931137185405e+16,1.984471117626857e+16
86779653261910.52,5.094369821770029,148.91736896510753,6.0219360553455694e+23,1.7047305283344558e+18,2.2356344616651395e+17
379317224448862.7,4.6229558239962465,303.74166233627915,6.021725930912819e+23,1.3882192286036638e+19,3.3663941554842276e+18
49629634919675.49,4.2406419913223,102.43589217283949,6.021961052029377e+23,7.675148779699511e+17,7.132829348174138e+16
37769510313304.2,32196.885579864855,266.7143489481954,6.02192043173268e+23,1.5026425387064466e+16,3275095179670345.5
808620548434498.2,66.53708501154769,387.4869492030812,6.021753016900898e+23,9.258469437393934e+18,2.718143837961757e+18
19250734453894.215,0.045367245344838845,401.92513994108066,6.021755870081772e+23,8.649299495854559e+18,2.6104084507089715e+18
11015107059159.95,1853.484159304603,179.16246895711078,6.021946522905145e+23,1.3274636243576788e+16,2054432139136566.8
178945418128075.28,1.7043691075137222,300.63038234559923,6.021769285542241e+23,1.0704509658011419e+19,2.5742484353030794e+18
286624957466644.4,269.06214145287333,108.19340085762194,6.021961320491746e+23,5.845974217508936e+17,5.717111059670434e+16
495774101490686.2,29.612671941180906,164.7117457534478,6.021899543429603e+23,4.403462238868079e+18,6.32325934892233e+17
69389338140424.58,0.30869065451399824,437.17179067817995,6.0216827496594186e+23,1.2620982555550745e+19,4.053725992514568e+18
16907511464827.951,1703.7830606548932,170.00814709777336,6.0219491657093416e+23,2.033573487880788e+16,3003894019118393.0
728039361293627.9,115.60143563157335,168.3330282012647,6.0219108322676085e+23,3.3336908256353505e+18,4.881056919927828e+17
80575219125891.55,1.125913727408381,257.08440532342183,6.021856574078037e+23,5.269978738007875e+18,1.1139014553607648e+18
18893361127528.457,0.34642799305826394,177.44440792031017,6.021927667111771e+23,1.6520653018392192e+18,2.5350532101575965e+17
54255680106765.52,5.053024162634274,237.66374410287764,6.021909607204489e+23,1.5755863412179722e+18,3.11672479996594e+17
11044390253152.572,25.919352430082316,89.10464564489529,6.021972819208519e+23,6.085236954304311e+16,4961553408353735.0
22372562287931.27,0.23856865394748455,186.2350092718424,6.021915335125156e+23,2.454420385936883e+18,3.93076907057323e+17
156109375836466.66,812271.5312665495,319.6586491901509,6.021904677955608e+23,1.4146660120073152e+16,3574400481528950.5
67410620445719.81,0.033033870644249196,357.2186452296025,6.0214395684172987e+23,3.276876807555476e+19,9.037760787770073e+18
349184617199866.7,91882.98646575956,143.1492610126071,6.021956832524411e+23,4.936039084194104e+16,6245507207192878.0
12424476255076.518,133.0806551333494,27.9435476577035,6.0219915806184804e+23,1.00416868603341e+16,267078262908351.7
13526448515923.06,15377.625395519937,458.2501517889161,6.02186345124759e+23,1.1354149381276612e+16,3773287578983677.0
13127800664493.629,195750.30177401993,295.55792912564897,6.021912010145334e+23,2288309239165876.5,542738810154305.5
831976298789358.1,455.48970675509617,484.57549503980704,6.02179103904343e+23,4.198816592294709e+18,1.4518646778613988e+18
15020134345671.988,0.02801474029060331,206.0316156369578,6.021875308200058e+23,5.224992229676514e+18,9.141595585854036e+17
72759230044936.03,40893.62829370357,415.6974021597934,6.021875773677471e+23,3.5201648029058996e+16,1.0894665224957476e+16
10670331251860.102,0.10717708934845108,322.3906577295475,6.021868037119677e+23,2.678339216904493e+18,6.813459234353692e+17
531507079420955.8,0.3523873711228586,489.4790495128427,6.020352288560234e+23,9.701142466545648e+19,3.3783693783349776e+19
499322184421349.9,0.14192681343895197,378.6621771574021,6.0201672478664474e+23,1.218609527366231e+20,3.5155724575007904e+19
192718698041936.22,2.1178355233496786,81.68734464193483,6.021938608980172e+23,3.4293720791590897e+18,2.5756079006146787e+17
736024589184755.9,108926.06611645645,445.64280196297574,6.021863967981439e+23,2.2812224396342333e+17,7.430039046817902e+16
413284833450968.8,64620.7924799145,238.91904190064702,6.021927564733279e+23,1.0657042749767366e+17,2.117559312565496e+16
75829474891230.73,413961.40438682336,364.8200268089227,6.021891280198489e+23,1.0565815755047958e+16,2961991257090415.5
65979672275062.18,43984.6748198178,340.273321129149,6.0218983658126414e+23,2.686693114690205e+16,7133516267272220.0
46693308051102.26,22400.843651942414,398.90908092515826,6.021880856011627e+23,2.9707630569035756e+16,8915290622100267.0
344176262962758.25,10.756116417589121,175.95835262257864,6.021884338471142e+23,5.363069322354354e+18,8.168314862260714e+17
308980182271637.7,2.0612641422276403,372.84884271595627,6.021614000667067e+23,1.958265426670664e+19,5.582611390064443e+18
142477864105946.12,793.7601819797151,168.7120036247325,6.0219468656039844e+23,2.4944912699833178e+17,3.659669114996721e+16
226809716935087.38,1.4014560038192136,292.12776970956673,6.021721218530057e+23,1.4647922593840306e+19,3.4412920545969316e+18
26997486928347.742,3.450521014234139,169.49115680203118,6.0219411144795086e+23,7.196992086912718e+17,1.0602207143628272e+17
69699031126545.54,91881.65318782338,313.26941422787655,6.0219065222941316e+23,1.8506978768734468e+16,4601044598410357.0
142838800341998.8,84308.60751693872,46.388674034837244,6.021986116147173e+23,7480938644197461.0,326398712419330.56
49916220747391.336,1296.3302797549525,476.5504513752701,6.02185591176858e+23,1.4782573696191014e+17,5.051669037136616e+16
12412124301343.58,1416.2864182501335,47.60778377617456,6.0219857777319546e+23,5141348982651284.0,230035054611055.44
24441484466175.51,545.3080465421924,422.3609507850909,6.02187278798144e+23,1.0346334620864653e+17,3.240056796639792e+16
29912876128202.152,24.380134755065264,274.88685185428386,6.0219124837719094e+23,4.42515379115563e+17,9.889322348462866e+16
43510705283583.76,1.0327654254042105,466.41083404542746,6.0217927453342964e+23,4.5055232571353165e+18,1.5163403623774282e+18
46200613601912.43,564835.495193087,99.42907535553108,6.021970388222091e+23,1905610838760709.0,172229822339953.47
80953774570854.39,4736.27982152297,243.5979370455835,6.021926521514279e+23,7.828853684991762e+16,1.5813735654871158e+16
814203464207378.1,2283.2108199154964,257.14913381118214,6.021908451431593e+23,1.182786151232952e+18,2.5005473118416474e+17
936562701379713.1,557554.7522239003,373.04290121542806,6.021887376604897e+23,1.1417366566033458e+17,3.2561309141719532e+16
21638581085269.246,0.03279409761757963,238.35963436646685,6.0218314360342164e+23,7.818076204022203e+18,1.5503710255914102e+18
390910169974739.1,0.02795745718138187,257.8356239437004,6.0198573904032105e+23,1.6258750477843517e+20,3.445173433951685e+19
811583733136415.6,1781.5053744205577,229.1666648723108,6.021916694283633e+23,1.2195761414614845e+18,2.3387834491108736e+17
918094618469137.8,143655.4755876802,285.59226828151475,6.0219126347607196e+23,1.8209879365576445e+17,4.199615930508846e+16
710262238045113.4,348.38372181103847,218.1620151886933,6.021906617392429e+23,2.3205157577777736e+18,4.2660169272479e+17
43528637675081.7,21560.1375380674,86.35904179658397,6.0219742111492274e+23,8080301225908860.0,639648362814541.5
640133463338757.0,508419.61847255024,420.7302793757103,6.0218734938634847e+23,8.852240912379282e+16,2.764251367554703e+16
178777088582002.12,28099.69145299391,331.3508034288916,6.021900176810978e+23,8.93780430807744e+16,2.323811385222938e+16
116872950370529.97,226051.89552702647,19.332164591781194,6.0219942303044275e+23,1598791755943335.2,29582792252298.863
169628040199229.8,1965.1787053413589,269.8189260639437,6.021916161268678e+23,2.75581302782304e+17,6.064482473469401e+16
15169867732458.637,0.5220191231519801,163.26231991263055,6.021939662113263e+23,1.0072297535143401e+18,1.4349528705283797e+17
81863105524932.73,0.04794835809784476,372.62608920222533,6.021411616273698e+23,3.4003526267242533e+19,9.689314169894547e+18
191574138939513.78,407621.3770093799,52.5500292836816,6.0219843066556355e+23,5138818792132809.0,252983117358542.4
42375423864162.05,0.4612327885793871,290.29992344656705,6.0218515172929356e+23,4.748261763310725e+18,1.109818385553967e+18
32216581935469.91,3995.6619058212123,257.9606773121422,6.0219227786422805e+23,3.5463950386999104e+16,7517296349696322.0
12599894384447.783,0.05440311788036768,330.9456563056177,6.0218402291337934e+23,4.523175532690928e+18,1.174878692218622e+18
809290075813857.4,0.19956448318702216,209.95554689319923,6.020633893854196e+23,1.0709581113681648e+20,1.9047401971205652e+19
59557235885215.38,634.1599280650694,479.27514636014956,6.021853480233339e+23,2.5304921217622666e+17,8.68239160877281e+16
187406555676640.12,0.0709061028073667,187.50532866971244,6.021491873282725e+23,3.792420679306186e+19,6.110145609288242e+18
28815725471214.0,0.09423430900489588,140.15219608969997,6.021913194177195e+23,3.948926447823458e+18,4.9013024459053306e+17
152630827001390.38,53.77421791508156,209.69242771955064,6.021922633653941e+23,1.2293438615715223e+18,2.18397989582379e+17
92674931237100.33,41269.45452857465,91.07529752469205,6.0219727528974115e+23,1.3055414175441086e+16,1086629084022029.2
435906775694299.25,19.43437976033941,149.67315170409557,6.021904726742548e+23,4.4033774512874317e+18,5.801232267891144e+17
72548005450906.84,152965.19124222524,349.3308308208451,6.0218958150968404e+23,1.6136370897053438e+16,4373631931886737.0
84580102821761.7,1193.5078650237338,266.0298604418697,6.02191859536619e+23,1.7443120400859616e+17,3.793708634689852e+16
46181141644425.05,265119.36191037693,84.11787648278799,6.021974940028814e+23,2386272545281077.0,184263690844720.3
325104655276812.75,496712.96088088985,167.0298288597282,6.021950026669833e+23,2.2561478997620496e+16,3280508528245939.0
855950726061959.5,68481.37879816085,443.07841894807973,6.021863170111704e+23,3.3336784284366355e+17,1.08125432739595e+17
226227663200892.6,35.91692132279402,215.5662676862944,6.021907953755541e+23,2.27986347543791e+18,4.1482371363755994e+17
910908599831116.8,154.34409634006275,249.49588549377896,6.021863043942695e+23,4.971773724985299e+18,1.0247521370161458e+18
35776450294378.26,218892.67285949332,65.46908346149363,6.02198049874077e+23,1611631157064104.0,98026396044528.12
101314189028806.72,0.030681088756734635,342.7096078937138,6.0212185810687456e+23,4.9642258061349585e+19,1.3255084653891547e+19
194656028995770.72,0.23345980660971263,365.22748693972187,6.0213869790104755e+23,3.6142628621388493e+19,1.0141011342603788e+19
81858223971405.03,0.5214147253761181,239.80996499352258,6.021835446753822e+23,7.452651877708322e+18,1.4855336712628905e+18
233193417401148.03,25965.1637709012,351.35220255185436,6.021893692756111e+23,1.2640023667132906e+17,3.441452691466882e+16
26936358743046.734,1601.1001544463363,462.26981540814364,6.0218613596589003e+23,7.045216181011648e+16,2.356015274979488e+16
571287384484915.2,0.5848592035228413,67.08546728156335,6.021808258634171e+23,1.6107682203141112e+19,1.0028888669418414e+18
136172902368539.58,18344.975371624438,23.992755688660488,6.021992776880866e+23,8079151665129999.0,184971423310716.3
26028535049940.316,9.424711144406398,427.793895324482,6.021860254043205e+23,8.450252391578451e+17,2.6713296509791478e+17
405273485374762.5,5356.556181638748,117.69168752383204,6.021962740210981e+23,1.9974113245806355e+17,2.11197191955375e+16
12347438157535.994,26.807678128201793,172.13851247106285,6.0219473632684586e+23,1.196452930055128e+17,1.7870595542010292e+16
521446416600471.8,0.04869554333138499,314.0416935122881,6.0193634174215224e+23,1.904865401301735e+20,4.745433256056164e+19
107513733560772.48,0.19573728946388597,223.32782751513398,6.0217475110047525e+23,1.509940065080575e+19,2.832311671416826e+18
36076353318234.12,14.126515026373465,184.53303033283706,6.0219390103314276e+23,5.104254025606847e+17,8.108560338765816e+16
25288550309080.05,0.07190355828036586,350.25280808080396,6.021782540512199e+23,8.21903937509561e+18,2.2323047082977057e+18
18350916489410.453,5.449421194898974,460.07675262386283,6.021850682006368e+23,8.202928258902298e+17,2.7338439222211235e+17
239747243498341.44,6157.714006256617,415.2935764751358,6.0218720573927465e+23,2.9872511784793414e+17,9.238664394302274e+16
32744398223026.312,554.5887203805471,318.4567439443873,6.0219037076575845e+23,1.1325178887072638e+17,2.8528937726583464e+16
756720333009434.5,37.40037076573824,22.99919595224857,6.0219834003635335e+23,9.540657001757722e+17,2.095215056976735e+16
765640909873206.1,811385.8527157351,236.0722871932933,6.021929055578564e+23,5.519321572473415e+16,1.0855784476469464e+16
259194488770985.9,819662.0386742813,161.3156191459579,6.0219518330497155e+23,1.3594577491201046e+16,1916039319226297.0
129842937688165.17,199225.30711137006,17.304678023738486,6.0219948327343665e+23,1696912450276227.5,28142257352585.82
54172355873795.695,709.4390516255588,345.83537600458664,6.0218946664769646e+23,1.7568578063192768e+17,4.724478269174168e+16
273246282090789.16,992210.6335298078,390.02714405009954,6.0218835591423894e+23,2.5732709714190944e+16,7592228820982730.0
279255672331997.6,0.04146153484573951,493.29261119774657,6.019534715915602e+23,1.4927446454020342e+20,5.226797768769259e+19
402806691838123.4,20.682726338572923,468.41901428272257,6.0217183878748645e+23,9.345148625384405e+18,3.154773903745022e+18
93494116440288.53,1.2878762563188075,28.57363320394585,6.021983427162244e+23,7.849718893057029e+17,2.1339942854459784e+16
31227694672942.562,24462.31994753467,396.1550127490859,6.021881831089455e+23,1.8925166875577036e+16,5649901612455021.0
