epoch,phase,data_mse,physics_mse,supervised_total,unsupervised_total,grad_norm
78,pretrain,0.0,0.0002542408406464773,0.0,11.326719552269946,40.19049072265625
79,pretrain,0.0,0.0009394398413564185,0.0,8.844882575926611,12.574273109436035
80,pretrain,0.0,0.04312197955396873,0.0,14.213761287556219,32.33122634887695
81,pretrain,0.0,0.00035802159026063267,0.0,9.495056315957182,12.277098655700684
82,pretrain,0.0,5.5404666684763995e-05,0.0,12.937820803289668,7.867029190063477
83,pretrain,0.0,0.024717744853766373,0.0,23.260643372530108,26.216516494750977
84,pretrain,0.0,0.0004514404969712489,0.0,14.34427263451816,34.450809478759766
85,pretrain,0.0,3.7705386301022616e-05,0.0,7.16742969552992,10.246947288513184
86,pretrain,0.0,0.0015427175294633595,0.0,12.993753261994323,12.289871215820312
87,pretrain,0.0,0.004453035998214363,0.0,9.3782072309141,6.569725036621094
88,pretrain,0.0,1.9869509941327967e-05,0.0,8.106830779801045,23.66436767578125
89,pretrain,0.0,0.0006765099575270471,0.0,17.147259711868003,23.746545791625977
90,pretrain,0.0,0.00957605519303772,0.0,12.229274361408677,16.807031631469727
91,pretrain,0.0,0.01386610663030959,0.0,12.73096859056166,29.116168975830078
92,pretrain,0.0,0.00044058739792042457,0.0,14.964186949394968,79.87811279296875
93,pretrain,0.0,0.0003273053327364407,0.0,12.068191888808663,24.50044822692871
94,pretrain,0.0,0.0009290033310679533,0.0,4.897690892408182,10.525094032287598
95,pretrain,0.0,0.027171396595571655,0.0,7.260456158102399,10.142587661743164
96,pretrain,0.0,0.001239481518889784,0.0,9.652042057396049,16.288164138793945
97,pretrain,0.0,0.00017942413174218088,0.0,9.534518632460344,22.679462432861328
98,pretrain,0.0,0.007269078802552591,0.0,13.309729293034477,58.21998596191406
99,pretrain,0.0,0.0004958794282711236,0.0,10.567197351208293,11.283217430114746
100,pretrain,0.0,0.007875644973991434,0.0,11.447112992812166,7.50491189956665
101,pretrain,0.0,0.00021704708590276987,0.0,16.039731302079044,46.713844299316406
102,pretrain,0.0,0.0034628808279029196,0.0,7.248890299985277,14.285877227783203
103,pretrain,0.0,4.509635960645725e-05,0.0,10.346228036497028,24.43702507019043
104,pretrain,0.0,0.001800009256957579,0.0,8.908933194897402,13.24651050567627
105,pretrain,0.0,0.00044644577362267207,0.0,8.173974246853104,19.176790237426758
106,pretrain,0.0,0.0005474292850314396,0.0,9.4958131321035,20.369688034057617
107,pretrain,0.0,0.00014869849487334803,0.0,15.33704729651443,44.099063873291016
108,pretrain,0.0,0.03783311640937865,0.0,10.59522272965384,5.939759731292725
109,pretrain,0.0,0.03129301971022458,0.0,19.77789684082642,72.00457000732422
110,pretrain,0.0,0.009314320605900813,0.0,10.93036463572445,9.3743257522583
111,pretrain,0.0,0.0002674059698986774,0.0,14.143245805105657,18.691680908203125
112,pretrain,0.0,0.009809447465730085,0.0,12.884453613046007,12.594399452209473
113,pretrain,0.0,0.014874641826778853,0.0,11.430030194433701,6.879137992858887
114,pretrain,0.0,0.010510977241437226,0.0,10.774832138440974,11.894835472106934
115,pretrain,0.0,0.041791046644006534,0.0,10.776924624159852,9.282567977905273
116,pretrain,0.0,0.001474267536238031,0.0,11.945725198363208,23.911453247070312
117,pretrain,0.0,0.0012166981526957152,0.0,8.523643368875543,3.3346621990203857
118,pretrain,0.0,0.0002661472613904829,0.0,11.316631513477668,19.091150283813477
119,pretrain,0.0,6.508026175798613e-05,0.0,7.100451551818807,9.9697265625
120,pretrain,0.0,0.0004345732723082397,0.0,9.732629590693293,7.499868869781494
121,pretrain,0.0,0.0001434301805836748,0.0,11.12590634374034,3.9900400638580322
122,pretrain,0.0,0.015254739832158507,0.0,5.682849829100279,16.616790771484375
123,pretrain,0.0,0.004694300757603806,0.0,10.14247314645455,17.631515502929688
124,pretrain,0.0,0.0031004406221689855,0.0,9.209857511287224,3.881507635116577
125,pretrain,0.0,0.001186473479966219,0.0,9.446732276135457,19.608417510986328
126,pretrain,0.0,0.010104107970972833,0.0,9.81903301106706,12.877296447753906
127,pretrain,0.0,0.0007610492808991232,0.0,5.98143667963398,9.0374116897583
128,pretrain,0.0,0.0010742490261426802,0.0,7.3482627131432405,6.232240200042725
129,pretrain,0.0,0.0004145093178265556,0.0,10.398732525481096,10.367976188659668
130,pretrain,0.0,0.00020561904501850432,0.0,12.545639514509269,39.70125961303711
131,pretrain,0.0,0.0017254371423333433,0.0,5.634768604756447,19.544658660888672
132,pretrain,0.0,4.517146646915759e-05,0.0,11.059153340487802,18.836885452270508
133,pretrain,0.0,0.0010245567329074253,0.0,10.960711725886705,18.063241958618164
134,pretrain,0.0,0.0003983307368652834,0.0,10.495545850023039,16.644346237182617
135,pretrain,0.0,0.0002320184433399746,0.0,13.442345797507516,20.86306381225586
136,pretrain,0.0,0.011297624160617588,0.0,8.885619319988491,4.470798969268799
137,pretrain,0.0,3.38481569358188e-05,0.0,8.661804317849711,8.372008323669434
138,pretrain,0.0,0.0014146501827190284,0.0,8.41307925793773,29.717998504638672
139,pretrain,0.0,0.001394868258592062,0.0,5.027941274309445,18.597858428955078
140,pretrain,0.0,0.0003788646158475688,0.0,8.871816421644148,7.298672199249268
141,pretrain,0.0,0.016704577733915548,0.0,8.73001113949903,8.962425231933594
142,pretrain,0.0,0.00024943021811049004,0.0,13.937679379410097,42.3381233215332
143,pretrain,0.0,0.0018856655439241348,0.0,5.432902020270507,12.265040397644043
144,pretrain,0.0,0.000922400149612609,0.0,8.725040717036428,9.877116203308105
145,pretrain,0.0,7.816356891581674e-05,0.0,10.770142676283134,6.7980637550354
146,pretrain,0.0,0.002130467466795438,0.0,6.975606027599914,15.994599342346191
147,pretrain,0.0,0.010329396002083165,0.0,15.860845439073653,67.58373260498047
148,pretrain,0.0,0.0015735883331874686,0.0,9.017255963486257,4.4398088455200195
149,pretrain,0.0,0.010008506721427165,0.0,5.229167923007478,3.4264066219329834
150,pretrain,0.0,5.008751574026609e-05,0.0,8.781593406997876,14.122758865356445
151,pretrain,0.0,5.470231890764231e-05,0.0,10.101388514933591,11.966957092285156
152,pretrain,0.0,8.492915452809209e-05,0.0,14.84980543250968,14.606337547302246
153,pretrain,0.0,0.004448553444812023,0.0,13.952400134351256,3.03802227973938
154,pretrain,0.0,0.0016350846833042135,0.0,11.257567558459844,3.505946636199951
155,pretrain,0.0,0.0012744278362353512,0.0,14.573582877592036,49.3359375
156,pretrain,0.0,0.0022843708817418783,0.0,13.420893111554811,13.22150993347168
157,pretrain,0.0,0.00021471195191527092,0.0,10.828250425698693,17.025779724121094
158,pretrain,0.0,0.0006444625439926984,0.0,6.891891237877237,9.279065132141113
159,pretrain,0.0,6.316027257847525e-05,0.0,12.051596550823207,10.255635261535645
160,pretrain,0.0,0.016349314860710056,0.0,12.31030574882646,12.860442161560059
161,pretrain,0.0,0.00026535927359295277,0.0,14.497576750536718,2.154336452484131
162,pretrain,0.0,0.003304306450297235,0.0,9.848521212450393,11.6569242477417
163,pretrain,0.0,0.004549683899917589,0.0,9.880211243838406,29.013063430786133
164,pretrain,0.0,3.3623873032253816e-05,0.0,11.308415103199712,14.354330062866211
165,pretrain,0.0,0.00022834219771273125,0.0,13.962389226532633,6.420660495758057
166,pretrain,0.0,7.402519874230988e-05,0.0,5.666196571282262,6.792251110076904
167,pretrain,0.0,0.0004950168387490517,0.0,6.93365055490086,7.432122707366943
168,pretrain,0.0,0.0009288214463447151,0.0,8.632230521768939,3.9426286220550537
169,pretrain,0.0,1.494459609364865e-05,0.0,6.737028639036698,8.4074125289917
170,pretrain,0.0,0.0015995913532590575,0.0,11.95133331545798,5.3191094398498535
171,pretrain,0.0,6.117631064425543e-05,0.0,14.727499667443237,11.167017936706543
172,pretrain,0.0,4.386701513425434e-05,0.0,13.07376684519579,4.939476013183594
173,pretrain,0.0,4.8243826913077914e-05,0.0,11.726412612493585,2.8839826583862305
174,pretrain,0.0,0.0025850438252601575,0.0,14.879454211229246,14.047616958618164
175,pretrain,0.0,3.8857042129425434e-05,0.0,9.386064755130768,6.069338321685791
176,pretrain,0.0,0.0002020028661008951,0.0,13.61443077287434,5.02063512802124
177,pretrain,0.0,0.00034310708618824924,0.0,12.186601057552036,13.479161262512207
178,pretrain,0.0,4.598658767359566e-05,0.0,5.135035997372302,3.584160089492798
179,pretrain,0.0,0.026798907027819837,0.0,13.350603045008482,24.482324600219727
180,pretrain,0.0,1.1346614324004796e-05,0.0,7.620538074697724,14.686009407043457
181,pretrain,0.0,0.00037803903085161536,0.0,9.581102855991118,5.218083381652832
182,pretrain,0.0,5.112945246165632e-05,0.0,8.021820122200218,6.846193790435791
183,pretrain,0.0,0.00010394940012894776,0.0,8.3042864651305,16.45772933959961
184,pretrain,0.0,0.00014640841532509224,0.0,5.191409960928916,6.841037273406982
185,pretrain,0.0,0.009433394292055872,0.0,10.316224393430259,7.9118428230285645
186,pretrain,0.0,0.000501588319716458,0.0,7.3094679918639205,3.2258336544036865
187,pretrain,0.0,0.0031307505953245725,0.0,8.984548026263992,3.840315341949463
188,pretrain,0.0,0.005468185334482428,0.0,15.353301444418403,4.818802356719971
189,pretrain,0.0,0.03303790097096766,0.0,5.908622053183442,8.249040603637695
190,pretrain,0.0,0.00046781758119614366,0.0,5.719808971414158,2.0328285694122314
191,pretrain,0.0,0.028359761508324418,0.0,9.093145944907382,9.369247436523438
192,pretrain,0.0,0.0020205796814463306,0.0,8.30784018366436,9.897449493408203
193,pretrain,0.0,0.0003290179323789951,0.0,9.829308981961043,7.132199287414551
194,pretrain,0.0,0.00014803073725869358,0.0,11.004313405316726,11.418047904968262
195,pretrain,0.0,0.00019810150363026822,0.0,7.867022934396252,3.7153000831604004
196,pretrain,0.0,5.442884658033687e-05,0.0,8.13246515069558,7.730845928192139
197,pretrain,0.0,0.0030269430068329073,0.0,11.814384028571633,22.904836654663086
198,pretrain,0.0,0.02856294688415243,0.0,7.809893709456033,7.052545547485352
199,pretrain,0.0,0.00016753162627282608,0.0,11.04198063679092,13.63138484954834
200,pretrain,0.0,0.0010505168239080907,0.0,7.191799202820498,4.699746608734131
201,pretrain,0.0,6.163037872489959e-05,0.0,10.319279219898366,23.38232421875
202,pretrain,0.0,5.409422280422611e-05,0.0,7.00577121771446,3.7824807167053223
203,pretrain,0.0,0.010328316791475533,0.0,11.462830376273658,14.063044548034668
204,pretrain,0.0,0.0013682128466730235,0.0,8.101835294760232,4.365537166595459
205,pretrain,0.0,0.0005554976080797208,0.0,10.022632403677896,8.226442337036133
206,pretrain,0.0,0.00028423066162221275,0.0,8.678417359809332,7.605668067932129
207,pretrain,0.0,0.010788588113236606,0.0,10.211199894641855,12.160099983215332
208,pretrain,0.0,5.548444679868713e-05,0.0,10.340969057100732,7.261323928833008
209,pretrain,0.0,0.0020734964741063767,0.0,14.27728103612537,18.428651809692383
210,pretrain,0.0,0.012183725236411912,0.0,9.147014142000156,3.962425470352173
211,pretrain,0.0,7.421732135934052e-05,0.0,6.455019984632807,10.92125415802002
212,pretrain,0.0,0.004659335100622258,0.0,8.904688791919916,11.998091697692871
213,pretrain,0.0,0.000732577568477468,0.0,3.549161747757336,9.256242752075195
214,pretrain,0.0,1.5190496055182515e-05,0.0,9.549248116417171,21.865320205688477
215,pretrain,0.0,0.00012971754084501076,0.0,6.7335251405783,30.749469757080078
216,pretrain,0.0,0.0046441721897985035,0.0,11.197557251699584,14.549515724182129
217,pretrain,0.0,0.0001993763366833495,0.0,6.122373224686224,10.230352401733398
218,pretrain,0.0,0.03739479823080529,0.0,9.262292123310603,7.905673027038574
219,pretrain,0.0,0.00017305076742182883,0.0,9.450060057820686,14.972064018249512
220,pretrain,0.0,0.000911646211585412,0.0,14.117237061432423,19.662700653076172
221,pretrain,0.0,0.010439399974169166,0.0,7.929508893127289,43.44133758544922
222,pretrain,0.0,0.0001546497555661857,0.0,7.551780107034149,3.4545257091522217
223,pretrain,0.0,0.00011278347496775478,0.0,11.24063564108568,5.41021728515625
224,pretrain,0.0,0.00012307961160455092,0.0,8.630075631650968,5.733892440795898
225,pretrain,0.0,0.0007337958722923695,0.0,7.518054985615228,21.12779426574707
226,pretrain,0.0,0.0001873218586212977,0.0,9.113132972868103,14.453207969665527
227,pretrain,0.0,0.0001257831766188524,0.0,9.131473693095185,10.230173110961914
228,pretrain,0.0,0.010272112782392337,0.0,13.07532883469424,15.883435249328613
229,pretrain,0.0,0.0009141485644986098,0.0,12.333479793453538,10.014543533325195
230,pretrain,0.0,0.0008211025203073136,0.0,10.528260554956915,5.265413284301758
231,pretrain,0.0,0.002640786147691092,0.0,6.536934660407355,4.421163082122803
232,pretrain,0.0,0.00277028640129995,0.0,4.429887840113464,3.915719747543335
233,pretrain,0.0,0.0006404672384581287,0.0,11.72228093224781,16.164758682250977
234,pretrain,0.0,0.0019899928017888553,0.0,12.197348490379273,2.4384264945983887
235,pretrain,0.0,2.833128405431794e-05,0.0,8.257458462560532,3.9397084712982178
236,pretrain,0.0,0.004469099970725741,0.0,12.477762756168357,16.50766944885254
237,pretrain,0.0,0.0017226254324723687,0.0,9.176240870445486,1.551496982574463
238,pretrain,0.0,0.0002670058279052211,0.0,14.248989579914417,3.1179416179656982
239,pretrain,0.0,0.0005618663186767605,0.0,18.658252176854756,8.385760307312012
240,pretrain,0.0,0.015377459718284253,0.0,5.947889581291387,2.6197142601013184
241,pretrain,0.0,0.00020491962099140751,0.0,14.620567114429956,5.640783786773682
242,pretrain,0.0,0.0007309285726541995,0.0,14.362018085439532,8.965397834777832
243,pretrain,0.0,0.004789052603526805,0.0,9.948362579481197,5.092020034790039
244,pretrain,0.0,0.00017986590086371823,0.0,8.574033324822683,6.1663618087768555
245,pretrain,0.0,8.65172557279262e-05,0.0,13.84051649716122,15.643516540527344
246,pretrain,0.0,0.0006691508984631686,0.0,9.204032565708962,18.52432632446289
247,pretrain,0.0,0.00013815709074137486,0.0,9.23236087877039,16.439777374267578
248,pretrain,0.0,0.009367204420559216,0.0,11.796610047447933,10.692824363708496
249,pretrain,0.0,0.013756303988696974,0.0,10.80329447500087,4.5454912185668945
250,pretrain,0.0,0.014566941367015506,0.0,8.008201510060154,1.495652675628662
251,pretrain,0.0,0.00011496211036729637,0.0,6.9980726405418245,4.83906888961792
252,pretrain,0.0,0.00039533168879842424,0.0,7.02353387728007,13.60433578491211
253,pretrain,0.0,0.014584958354333655,0.0,9.567700216780251,4.522219181060791
254,pretrain,0.0,0.028067741452832817,0.0,8.90058472509598,5.832947731018066
255,pretrain,0.0,0.0008032858533706499,0.0,11.364235367722225,5.284372329711914
256,pretrain,0.0,3.7791322229840675e-05,0.0,8.780442721129809,11.619444847106934
257,pretrain,0.0,0.0011188738838848208,0.0,9.057679887525667,10.769875526428223
258,pretrain,0.0,0.0004986151275617432,0.0,12.058505170755222,3.4083774089813232
259,pretrain,0.0,0.0002031345859982643,0.0,9.401768890869384,5.75839376449585
260,pretrain,0.0,0.00015165335593365925,0.0,8.965845787219944,10.718613624572754
261,pretrain,0.0,0.0003424287611650522,0.0,7.617937710686828,3.144887685775757
262,pretrain,0.0,0.0001458450058557665,0.0,10.835160725501195,10.121874809265137
263,pretrain,0.0,0.00039877324471011377,0.0,9.95019365015714,18.912193298339844
264,pretrain,0.0,0.013528466727565752,0.0,8.690647877573708,4.56041145324707
265,pretrain,0.0,8.979069303669175e-05,0.0,9.07622643495606,10.490941047668457
266,pretrain,0.0,0.00021159629953025903,0.0,9.231472020281936,2.5017616748809814
267,pretrain,0.0,0.0012490739230561338,0.0,9.184271789696366,12.5143461227417
268,pretrain,0.0,8.493561122518014e-05,0.0,6.3095220517155415,4.160059452056885
269,pretrain,0.0,0.014963476352279646,0.0,6.879737073744617,6.710697174072266
270,pretrain,0.0,0.008151680558523854,0.0,9.394152641660048,6.09293270111084
271,pretrain,0.0,0.03020367443163538,0.0,12.643298735629608,15.697047233581543
272,pretrain,0.0,0.009095858978419753,0.0,10.310316139728204,11.034957885742188
273,pretrain,0.0,0.001119116798068464,0.0,5.894674607020589,12.02800178527832
274,pretrain,0.0,0.00018089589092633968,0.0,9.215876820170735,6.743690013885498
275,pretrain,0.0,0.0013911113102469533,0.0,9.23992762954512,2.7529549598693848
276,pretrain,0.0,0.0013325249478755845,0.0,10.578508515632933,3.690995216369629
277,pretrain,0.0,0.029613843070246126,0.0,8.97509197080534,4.278718948364258
278,pretrain,0.0,0.0293545504027567,0.0,7.880629915168555,5.356215000152588
279,pretrain,0.0,0.018939897551097044,0.0,8.828559899939249,5.077702522277832
280,pretrain,0.0,4.3905044936745575e-05,0.0,16.947690465407828,7.106706619262695
281,pretrain,0.0,0.0003288611570640423,0.0,10.511845568762958,4.6858320236206055
282,pretrain,0.0,0.004510572650386909,0.0,6.287236537413882,5.444468975067139
283,pretrain,0.0,0.00022004344486504547,0.0,9.786586906309791,2.754214286804199
284,pretrain,0.0,0.00016372640925706782,0.0,12.25475600346486,4.025970935821533
285,pretrain,0.0,0.003686958229677134,0.0,8.657674581127718,3.5127902030944824
286,pretrain,0.0,0.009300969667556615,0.0,5.755945177919859,4.109739303588867
287,pretrain,0.0,0.0003537329264495444,0.0,9.859293674638813,13.945674896240234
288,pretrain,0.0,0.012909629992532116,0.0,7.785595875745052,4.107574939727783
289,pretrain,0.0,0.002640058694309364,0.0,10.16574946445719,4.518062591552734
290,pretrain,0.0,0.00020982505105034523,0.0,14.837207428292764,10.006799697875977
291,pretrain,0.0,0.0030775981003749067,0.0,7.328363349225754,3.060096502304077
292,pretrain,0.0,3.806166015580528e-05,0.0,9.212361020637013,4.106839656829834
293,pretrain,0.0,0.013576252815643116,0.0,14.392558373527924,15.778388977050781
294,pretrain,0.0,0.0025052432781741255,0.0,7.943709072569764,1.4566854238510132
295,pretrain,0.0,0.0001321480107363913,0.0,9.847574668497804,9.366315841674805
296,pretrain,0.0,9.14849268851502e-05,0.0,9.893867228281415,13.389165878295898
297,pretrain,0.0,2.429038733182702e-05,0.0,8.92606039103472,1.6359540224075317
298,pretrain,0.0,0.0007276237132672952,0.0,5.25837184702241,2.634782075881958
299,pretrain,0.0,0.0011698483521153324,0.0,14.696296934096006,4.941272735595703
300,pretrain,0.0,0.01433213257743469,0.0,8.673108798612581,7.055197715759277
301,pretrain,0.0,0.00024727772271773956,0.0,6.41082333408143,11.715886116027832
302,pretrain,0.0,0.0001758093245599764,0.0,8.62108498733778,4.3542070388793945
303,pretrain,0.0,0.04625625572155698,0.0,7.0380353554799076,7.138918399810791
304,pretrain,0.0,0.008905426481367815,0.0,8.787395631132123,3.004303455352783
305,pretrain,0.0,0.00022643591210203006,0.0,12.846559261065718,2.679227828979492
306,pretrain,0.0,0.029979797143866862,0.0,11.396992498655992,13.218385696411133
307,pretrain,0.0,4.516520223562817e-05,0.0,8.052052913193926,4.716257572174072
308,pretrain,0.0,0.00329629000748221,0.0,13.940658451493341,5.778285503387451
309,pretrain,0.0,0.008234781926227126,0.0,10.145130933318226,3.8111515045166016
310,pretrain,0.0,0.008025720085638436,0.0,17.394166917288516,8.843979835510254
311,pretrain,0.0,0.0013260706227207339,0.0,10.496513639879904,5.4277544021606445
312,pretrain,0.0,0.008436766574445552,0.0,9.359441346453151,1.276843786239624
313,pretrain,0.0,0.021804877511911857,0.0,5.543313805627151,4.929575443267822
314,pretrain,0.0,0.0003456505532325625,0.0,15.130044524285339,13.725929260253906
315,pretrain,0.0,1.669831155079952e-05,0.0,9.689632815662145,21.73076820373535
316,pretrain,0.0,0.00659952651509475,0.0,7.743290261562477,3.4965856075286865
317,pretrain,0.0,0.0006254711281583612,0.0,8.064836691074479,29.315031051635742
318,pretrain,0.0,0.0003176707979630133,0.0,10.791451232991907,8.1214599609375
319,pretrain,0.0,0.002231735069395171,0.0,6.097753189131228,1.6111712455749512
320,pretrain,0.0,0.0083576602064443,0.0,9.02243131353061,2.992652654647827
321,pretrain,0.0,0.00019842792368400598,0.0,10.44602442047156,4.444263935089111
322,pretrain,0.0,0.012399228256356486,0.0,7.238333364532062,3.6861345767974854
323,pretrain,0.0,0.0015441948088747094,0.0,13.672648499050753,4.08735466003418
324,pretrain,0.0,0.00047566484839929796,0.0,6.091114740187249,2.678227424621582
325,pretrain,0.0,0.0028582225723415866,0.0,13.37647448081322,11.09221076965332
326,pretrain,0.0,0.0038084701295557455,0.0,6.477456491101131,7.4992876052856445
327,pretrain,0.0,0.0009491893451070769,0.0,10.820633239148865,2.996142864227295
328,pretrain,0.0,0.008425081883804673,0.0,6.474517214326053,8.973371505737305
329,pretrain,0.0,0.010711150327760391,0.0,13.84731098500214,8.877418518066406
330,pretrain,0.0,0.0004808164921450919,0.0,14.862828482154836,2.106872081756592
331,pretrain,0.0,0.0001502624364369085,0.0,15.563556129035675,17.42603874206543
332,pretrain,0.0,2.1201654874897477e-05,0.0,11.032251241873304,8.652302742004395
333,pretrain,0.0,0.0001421977080141663,0.0,13.726160819659519,8.412827491760254
334,pretrain,0.0,2.668150035949712e-05,0.0,6.235543289336663,4.942327499389648
335,pretrain,0.0,5.1600759425259556e-05,0.0,7.783975731387253,14.093219757080078
336,pretrain,0.0,6.365437133145479e-05,0.0,5.6758754067609845,2.6072640419006348
337,pretrain,0.0,0.028857591470143103,0.0,11.00720231687766,4.358876705169678
338,pretrain,0.0,0.00029090346482856595,0.0,13.146072097616575,5.759328365325928
